sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
391634	2.8677	4.832	6.4908
161291	8.0657	9.539	6.8255
256148	0	0	0
219431	0	0	0
51605	7.634	7.5345	8.917
9965	0	3.0165	10.8383
8817	0	1.4714	0
7403	7.8562	8.4488	9.5956
23135	8.3669	9.2102	9.9813
2258	7.8853	5.4738	7.3963
2257	3.3853	3.1665	6.1115
2256	5.2482	4.294	3.5582
2255	0	0	0
8822	3.4901	0.9157	0.8237
8823	0	0	0
5988	0	4.9949	1.5408
2259	8.6948	5.2229	7.1721
283349	0.8379	6.648	7.363
6575	9.7912	10.9691	10.5221
7357	4.9133	6.85	7.9949
55844	9.8242	9.6143	8.8379
6730	11.2654	10.9091	11.5539
100125288	5.9242	3.859	3.3436
1298	5.982	4.6402	3.121
1299	5.79	6.9874	5.9769
1297	4.6219	0	2.5861
57545	5.5923	6.114	6.0373
387707	2.7031	1.4714	1.3448
NA	0.8379	1.4714	0.4699
NA	5.6612	4.8762	5.1243
80774	10.0723	9.2676	7.1457
10791	12.4638	9.8952	9.8442
4331	7.4251	7.1493	7.0475
26824	0	0	0
11274	8.8506	9.6999	7.8411
57484	3.5878	3.4265	1.1077
8674	7.9326	8.2446	8.9778
10371	3.9964	2.6597	0.4699
399512	7.1179	5.2444	6.142
89944	5.3352	4.0064	0.8237
112937	4.9133	0.9157	0
9723	4.0659	4.5338	0
223117	3.8466	5.2229	2.3881
56920	7.1964	7.4996	4.7847
6405	9.0023	8.0117	8.9656
60676	4.6219	3.0165	3.3008
51657	9.4916	8.7305	10.0495
NA	10.8568	12.0311	11.1595
8784	7.1964	4.0064	4.0356
317751	0	0	0
221711	0	0.9157	1.3448
9824	7.3575	5.3222	9.2985
89839	2.3036	2.1846	5.5932
360203	0	0	0
83447	0	0	0
9771	8.1401	8.9965	9.9011
9340	0	3.0165	0.8237
81050	0	0	0
132946	0.8379	0	0.8237
92106	8.7139	9.2921	7.6133
84275	9.6598	8.1487	8.5692
400	9.8379	10.8748	10.6637
58500	6.1552	6.608	7.2137
403	10.47	8.2319	7.824
402	10.6233	8.5948	9.2763
1984	13.0132	13.3445	12.9114
9534	6.5533	7.8382	7.8484
113835	4.6673	1.4714	1.3448
84100	4.4764	4.832	4.3398
NA	6.119	7.5482	7.8117
54544	1.3645	0	0
6241	10.0272	6.3201	10.8371
6240	9.7243	9.2653	10.368
5029	4.7955	6.2546	7.0348
80149	6.9705	7.122	8.3069
340554	3.0155	5.4447	5.9944
85463	7.1964	7.5953	6.6036
340152	2.7031	3.6467	1.8855
23174	9.9886	9.9913	10.542
51071	10.2357	10.7993	10.3818
8717	9.57	8.7455	8.8023
10501	8.1198	6.7702	7.3731
NA	6.8477	6.6858	2.8399
92703	10.6547	9.864	9.4419
54977	9.8129	10.5962	9.2159
100128927	8.4043	7.582	7.3426
7054	2.5171	1.4714	0.8237
7018	16.9964	19.1021	17.418
NA	11.1954	8.6908	8.4312
11011	8.9889	8.5681	8.8257
3769	0	2.4416	0.4699
3768	4.1956	4.1574	3.1834
3767	6.9705	5.2229	4.8821
3766	5.1557	6.3201	3.9302
7019	7.9091	8.669	8.1159
3773	5.9456	6.872	1.1077
3772	5.6156	7.4638	4.4708
3770	3.5878	3.0165	4.4455
51085	13.65	12.5469	12.5087
9352	10.5949	10.774	10.9433
NA	7.9185	7.1761	6.2925
9733	9.0351	9.4613	9.8284
5406	0	0	0
56255	9.063	10.0576	9.602
150709	4.1322	3.7454	5.7787
367	3.5878	9.5696	7.4192
81542	9.2887	9.9875	9.2243
51050	1.3645	1.4714	1.3448
54495	8.2108	8.608	7.9189
4668	10.9818	10.8333	11.9243
646405	2.053	1.4714	1.3448
55577	10.2893	9.9492	9.1838
NA	0	0	0
390664	0	0	0
338872	1.3645	1.4714	0.4699
1579	13.8001	15.8329	12.2091
388762	0	0	0
26800	0	0	0
344561	0	0	0
114898	5.3631	3.5408	3.3561
114899	6.6805	5.0407	6.2995
219595	5.7055	8.9272	4.9555
114897	11.2496	10.8221	8.1279
114904	9.1213	7.6472	8.4296
114905	5.6156	5.6109	3.6496
114900	2.7031	2.1846	1.5484
387748	0	0	0
64764	9.2777	9.7348	10.9798
84699	12.4452	12.924	13.9825
1577	12.3693	14.1222	10.9405
90993	7.2195	4.4189	5.9857
148327	9.4565	7.6725	8.2786
NA	6.1391	6.4172	6.6845
9607	0	0	0
4312	2.8677	2.6597	4.1651
7060	5.5199	0	8.5396
7419	10.391	10.675	10.9064
NA	0	0	0
NA	5.194	3.4265	3.7017
NA	7.8756	7.9664	8.4942
NA	10.7769	9.839	10.0069
NA	0	0	0
NA	5.0222	3.4265	1.8855
64149	6.9431	7.0173	7.6413
NA	0	0	0
NA	4.1322	2.6597	2.278
5013	1.7494	0.9157	4.1651
NA	11.4047	9.9938	10.2995
284099	0	0	0
6529	10.4433	12.2847	10.7036
5545	0	0	0
7059	9.082	7.4854	7.1798
8076	3.7654	0	0.8237
4239	11.4047	10.4438	6.8641
4238	8.5508	9.2798	9.7121
285313	2.3036	3.8377	2.5861
4236	9.2832	8.7123	9.1263
NA	3.4901	1.4714	0.4699
5015	0	0	0
7417	10.6554	9.8306	9.9835
NA	9.3543	9.629	9.2727
391190	0	0	0
NA	10.9259	9.3898	9.9606
NA	4.7113	4.2273	5.1713
NA	0	0	0
NA	0	0	0
387263	9.3588	10.0889	10.3279
NA	6.6008	6.428	6.3684
NA	5.1028	6.0274	4.6338
NA	9.9909	9.9634	9.6745
11055	0	0	0
389072	6.5411	7.9918	8.0057
4714	12.2697	11.7009	10.5046
56990	9.2923	10.1095	10.4061
NA	3.5878	8.4597	8.6321
56882	9.9291	9.7018	10.6842
NA	12.463	12.3328	12.6423
390181	0	0	0
4712	11.3396	10.3162	10.0421
50865	11.1351	11.9661	11.0983
23593	11.9834	10.8528	10.3925
10767	9.3228	10.2734	10.129
55697	10.5957	9.8137	10.3621
NA	4.4764	2.4416	0.4699
25880	9.3869	7.685	7.8483
4710	11.8136	11.4773	11.2528
124976	9.3883	9.5132	5.5877
NA	0.8379	0	0
55145	6.5773	7.6912	7.5613
23382	7.2346	8.669	9.3564
84099	4.6219	4.4775	2.6758
54960	8.411	7.9562	8.7085
4708	12.0177	11.2218	11.2801
55677	9.4055	9.7527	9.9642
353	12.6496	11.1335	10.8446
NA	9.1694	8.6047	8.2732
83694	5.3068	5.5302	5.748
NA	8.4374	4.6906	5.8574
NA	3.7654	0	1.8855
54212	0	0	0.4699
2993	0	0	0.4699
2994	0	0	0
2995	10.0627	8.914	7.3184
54682	8.4602	8.1442	9.4355
2996	3.7654	0	0
63910	10.396	9.9544	11.7307
28974	12.1751	10.7074	10.605
NA	8.5808	7.6974	8.0937
NA	3.9964	4.6906	1.7268
NA	10.8955	10.0564	10.5285
NA	5.9082	4.9608	5.2464
NA	12.5504	11.1129	10.9615
NA	2.8677	3.5408	5.7061
NA	8.0227	7.8326	7.7119
NA	0	0	0.8237
NA	1.7494	1.8717	0.8237
3950	11.4391	12.9305	9.1233
9342	11.0774	10.4612	11.1912
80063	8.9014	7.6788	7.8092
7442	8.0699	8.5132	8.1199
NA	10.8253	10.4511	11.6593
NA	8.36	7.1849	8.0441
55771	1.3645	2.1846	6.615
51334	3.6793	3.4265	4.2839
78994	9.7938	9.0433	9.9017
114294	8.5659	10.2389	9.5181
143501	0	0	0
NA	2.053	1.4714	1.5484
160298	0	0	1.1077
284338	5.1576	3.9693	3.8711
NA	3.4901	3.7454	6.4212
NA	8.767	8.7514	8.3788
8741	5.352	8.5088	6.271
NA	7.1004	6.0329	4.1647
8600	2.053	7.5276	2.3881
54429	0	1.4714	2.5861
148252	1.3645	1.4714	1.5484
9077	3.4901	8.0652	2.1586
54769	3.5878	4.6906	4.8439
8543	9.3263	9.551	9.0158
8995	0	0	0
50831	0	0	0
23369	10.6226	11.4178	11.3643
NA	7.5746	8.1126	5.5208
119559	9.9953	9.1797	9.6792
9698	9.6972	10.6789	10.2466
118980	8.2745	9.637	7.1988
81855	8.98	8.0167	8.3226
5810	8.5985	8.1487	9.2178
94081	10.829	12.0677	10.3114
1412	0	0	0
1411	0	0	0
4008	9.1152	11.1146	10.5023
1413	2.053	0.9157	0.4699
10694	11.0244	11.1948	11.4937
112611	6.9431	7.2452	6.3751
NA	7.9556	8.0412	8.1496
10576	10.7994	10.6812	11.4648
7203	13.2754	12.1524	13.2831
387694	0.8379	0	0
27141	12.1064	13.3765	11.6628
10574	12.5517	11.8628	12.1469
10575	11.8472	11.155	11.9339
22948	11.8537	11.3395	12.6861
NA	10.7042	8.3764	8.736
30851	11.2369	9.2404	9.4613
NA	3.772	2.3791	1.0498
10004	9.3404	4.6906	4.3398
26519	10.9021	9.1775	9.4283
10734	10.7198	6.5847	4.1188
NA	0	0.9157	1.1077
4978	2.7031	2.1846	0.8237
79723	7.1964	6.5828	8.3069
201725	6.7665	5.76	7.2398
200894	5.2778	7.122	7.5583
392509	0	0	1.1077
10274	6.0911	8.5346	9.4748
339745	8.0657	9.2231	8.9578
4674	4.575	5.2568	0.8237
5175	11.251	9.5112	9.0382
51393	8.8432	7.6344	6.8255
4159	0	0	0
55545	1.3645	1.4714	0
10336	9.1294	9.0336	10.1662
646024	1.7494	0	1.1077
55755	10.8829	10.0755	10.4208
64400	8.1325	9.2987	8.6563
10910	9.5275	9.402	9.714
26771	0	0	0
NA	10.8562	9.7317	9.8343
NA	5.2482	4.6402	4.6803
729096	3.2722	3.5408	4.1768
26240	6.8178	7.7518	8.4756
3431	9.5167	8.6784	6.4405
NA	4.9868	4.1085	4.3445
284942	6.1985	5.5845	6.8322
9130	11.4992	10.06	11.609
55279	6.4915	8.07	7.7382
85378	9.57	9.098	10.5153
85476	8.9504	10.9335	10.4698
84340	9.8002	10.185	10.2934
169044	2.8677	0.9157	3.3008
23211	9.0757	9.2961	9.2131
376940	7.1412	7.3586	7.393
92129	5.1604	5.466	3.4531
57494	6.3922	5.7012	4.5304
NA	11.932	10.6835	10.4749
26133	11.2137	11.1522	11.5413
1573	11.0112	12.3422	10.8641
NA	6.1353	4.294	4.0013
1149	3.8466	0.9157	0
NA	11.0732	9.9711	10.0118
54677	9.5595	11.339	9.8327
4868	0	0	0
127933	3.9235	8.2446	8.3157
57187	8.8894	8.9299	10.4008
57835	5.0588	4.0951	3.7355
8671	7.3153	10.8494	6.9018
9497	5.6156	7.1312	7.2138
6521	0.8379	0.9157	1.7268
80255	6.9245	9.7136	9.4937
6508	5.4949	1.8717	0
6522	11.6421	11.433	13.1471
10540	11.0358	10.3322	11.2009
11258	11.1983	9.6111	9.6601
4927	9.3281	9.8342	10.1802
1179	0	0	0
10671	7.9828	8.8819	9.6366
9498	0.8379	3.0165	2.0285
22802	3.1496	0	0
84516	9.4821	8.898	9.3081
140032	0	0	0
56888	10.1463	10.1662	10.8901
374569	9.5182	11.6056	6.7135
84070	3.1496	4.294	3.7766
443	4.1322	6.5828	4.2839
121006	4.1956	1.8717	1.5484
100130331	0	0	1.3448
4261	7.8463	7.335	5.4507
54829	10.1046	9.6078	8.8939
124751	3.1496	4.7393	4.069
444	10.6876	11.3136	11.6112
280664	0	0	0
341880	0	0	0
29082	11.0656	10.0413	9.6711
26059	4.754	0	2.1586
56829	9.1734000000000009	9.6045	9.0972
6879	10.2507	10.6191	10.9157
92421	7.5333	7.3586	7.9641
127700	6.0521	5.8951	4.9909
81839	7.9783	7.6725	7.7563
5550	8.8894	9.9005	9.6141
NA	10.7904	11.3202	10.8716
9397	9.7216	9.4721	10.0795
57404	8.8308	9.1165	8.8476
653333	0	1.8717	0.8237
85002	3.3853	3.9245	3.5582
6874	7.2041	8.6468	9.4031
25878	7.2938	9.173	6.9565
670	11.3721	10.7762	10.6712
284532	0	0	0
NA	6.0521	5.415	4.7847
54587	10.6168	7.8713	6.7293
7336	9.4221	9.8667	9.9769
79102	11.046	9.8885	10.4694
56254	9.8951	9.5595	9.3428
654254	0	0	1.8855
134147	12.2871	13.6406	11.3968
NA	8.8677	7.7812	8.3788
400713	6.2885	3.3023	3.1834
NA	10.1056	10.5896	13.5346
57216	5.3631	4.5338	4.0013
730291	0	0	0
29914	9.3103	9.0065	9.0244
4046	10.5242	9.9165	8.0399
29071	9.0373	9.1507	10.2328
7709	9.7149	8.4813	8.8085
6751	6.7349	9.004	7.346
6753	0	0	0
80007	7.3082	6.7226	7.4418
8501	12.199	12.5204	12.2277
57157	7.2571	7.5066	9.1587
144568	0	0	0
383	13.6592	14.1203	11.749
283971	6.6334	2.4416	0.4699
384	7.3847	7.1198	6.2556
94107	11.1457	10.048	9.2555
339416	0	0	2.0285
9760	4.7113	6.7466	3.4093
55795	8.9037	8.8039	9.3316
93185	12.7414	10.8964	11.0745
57549	7.1004	9.4485	10.6527
91526	3.3853	5.7362	5.923
100033451	0	0	0
3162	10.1261	11.5542	9.7377
10261	6.2291	7.3664	6.2272
9350	0	0	0
3547	5.1872	5.4447	5.3857
3321	7.0584	5.6874	8.9822
1499	11.6956	12.1569	11.7116
362	1.7494	2.1846	0
23585	10.8842	10.532	10.3249
NA	0.8379	1.4714	0.4699
4653	0.8379	0	0
201516	0	0.9157	0
3163	11.2906	11.1882	10.0728
192668	7.1492000000000004	6.8937	1.1077
NA	3.3853	0.9157	3.7766
91369	9.4468	9.7136	9.7686
NA	6.3454	5.8734	6.5031
23395	8.0615	9.5269	8.5382
22906	8.9226	8.9814	9.018
90407	9.601	9.6354	8.679
142680	0.8379	0.9157	0.4699
338699	6.1026	6.7104	6.1744
8480	9.0286	8.6939	9.5768
64101	3.1496	6.0766	4.4198
9337	9.4758	9.7438	9.3623
26284	10.7025	10.2304	10.1925
4810	3.9964	4.0838	2.278
149830	0	0	0
4849	9.6793	9.2982	10.1423
4848	9.6903	9.7512	9.7396
23019	10.6706	11.3452	11.5029
NA	0.8379	0	1.8855
29883	9.0199	10.3172	10.8957
23780	10.6248	11.6256	10.0734
8542	12.3303	13.9886	11.9319
4850	7.8513	8.8181	9.4331
3688	12.4112	13.2602	14.5642
4842	0	0	0
3690	3.7333	5.9194	5.5006
10255	0	0	0
3693	12.1198	11.5444	13.4875
3691	8.5478	7.4196	7.0178
3695	7.1887	8.1622	5.1866
3694	3.3853	3.0165	2.8399
3696	4.1956	6.0766	2.3881
84771	5.3904	4.5338	0
6714	7.7807	8.6627	10.0801
8896	11.4544	9.8303	10.6115
51067	7.5148	7.9562	7.9596
54020	7.5934	6.9256	8.1239
1822	10.4595	10.0516	10.9188
NA	2.7031	1.4714	0.4699
167410	0	0	0.8237
3937	7.7807	9.5112	7.039
3936	11.5448	11.8406	9.3505
9512	10.6216	11.0809	10.8725
54584	7.9738	6.3651	6.3559
79155	9.5058	9.0213	9.6833
2542	12.9326	12.5405	11.4749
10713	9.2122	9.2465	9.6574
199834	0	0	0
386683	0	0	0
9810	11.0879	10.889	11.2138
4646	8.6275	9.7498	10.7842
7181	8.0314	8.126	8.6488
11102	8.9296	9.6498	8.392
NA	2.5171	0	1.1077
3744	0	0	0
55837	9.8053	9.6593	8.7985
57379	0	0.9157	0
NA	7.0063	7.5686	8.1995
NA	0	0	0
NA	0	0	0
NA	7.4317	6.9568	13.9577
139135	0	0	0
132789	6.3314	6.6093	6.8058
10007	8.9319	8.534	8.9645
4143	14.7	15.8157	13.3892
55959	10.1423	11.7603	9.0487
11253	11.5202	10.7497	10.3429
9717	1.3645	2.4416	1.1077
390162	0	0	0
375519	0	0.9157	0
677772	0	0	0.4699
8521	0	0	1.3448
64926	8.6389	7.6215	6.1667
9247	0	0	0
55665	9.3699	9.7029	9.8658
1950	0.8379	0	5.7685
NA	0	0	0
3929	12.5029	13.3053	13.8932
3930	11.0482	10.4593	11.8214
7780	5.1557	2.1846	0
NA	7.8659	7.5136	8.1786
NA	10.0595	9.4039	9.3724
5901	11.7075	10.9051	11.7635
NA	3.4901	5.2568	5.4633
2268	6.2442	8.3928	6.079
57558	6.6125	7.0173	7.9212
284904	4.3705	8.9661	4.9193
6560	9.5767	10.0816	9.9951
10723	11.8145	10.8604	12.3879
4756	9.3784	9.2444	8.7848
6557	3.9235	2.4416	2.0285
163589	0	0	0
6559	2.053	1.8717	0.4699
219482	0	0	0
81606	10.3671	9.6062	9.0706
2266	17.1236	18.0611	15.3258
56996	10.5134	9.3849	10.769
2243	17.5523	19.074	16.3524
2244	16.6684	18.4817	15.8075
220001	6.9431	9.5679	7.2398
55272	11.9026	10.763	10.1374
NA	7.8264	5.9786	4.9909
390168	0	0	0
2132	10.0744	10.185	10.2452
2131	10.9425	11.2531	11.3029
NA	0	0	0
23439	0	0	0
22985	10.7878	10.3867	10.7155
482	5.5685	6.186	5.3453
483	8.9179	8.1622	7.4545
481	12.1354	12.4963	12.7812
51106	8.36	8.0983	7.6771
23643	8.9342	6.8829	6.1034
389677	6.0175	7.2785	8.4247
7016	10.0723	9.4595	8.9678
10420	7.2645	8.0018	6.7029
NA	9.8317	9.5946	10.4904
NA	7.1477	6.0013	8.4428
5702	13.0169	11.6592	11.7405
5338	8.5508	8.4742	7.9166
NA	0	0	0
50652	0.8379	1.8717	0.8237
9722	5.5923	5.6109	5.3857
NA	6.5653	6.2378	5.1083
23646	12.8048	12.5627	11.9758
7691	4.0659	4.9608	3.5103
NA	6.0691	7.1312	5.5006
NA	5.3068	4.9608	5.425
NA	10.0521	8.6146	9.5797
NA	7.0669	7.6408	7.599
NA	8.1687	10.3332	8.2848
7915	10.5742	13.1265	10.8796
NA	0	0	0
100131137	0	0	0
5007	10.5342	11.8473	11.5866
NA	3.0155	1.8717	0.4699
6988	9.657	10.3112	10.0862
8724	11.301	11.7939	12.3158
6643	10.122	10.4756	10.6461
6642	10.8102	11.3106	10.6888
654231	2.3036	0	0
58533	8.4341	9.7258	9.1012
81876	12.254	12.0563	11.8173
8723	8.444	10.7957	11.2499
6157	14.9264	13.1027	13.1445
29886	9.1476	8.2984000000000009	9.3758
375567	0	0	0
55621	10.002	8.7662	9.8155
64921	6.5653	8.7001	8.1319
23214	10.592	10.2755	10.5042
165140	10.9946	9.6354	7.746
133957	8.6727	7.8876	8.1767
90693	5.3631	7.8768	7.8313
202243	9.0221	8.9558	8.6776
115098	11.6976	9.9672	10.2511
NA	8.6475	6.5828	8.0186
160857	4.6219	4.0064	4.1957
79635	4.9868	5.8291	5.3857
90060	7.4119	7.555	7.733
1056	4.4764	3.0165	1.8855
8914	9.7706	9.091	10.5516
84973	10.1606	8.4292	9.9861
NA	0	0	0
284307	2.3036	4.2273	2.3881
3706	8.0572	5.1528	7.5583
80271	9.6765	9.0238	9.7925
3707	8.2782	7.685	7.225
100033454	0	0	0
NA	6.8278	7.1672	8.2602
NA	10.9086	11.3	10.4896
54596	0	0	0.4699
5261	10.5304	9.3849	8.917
4902	9.3954	7.4345	7.7277
3705	11.367	11.5276	11.2868
93129	10.6922	10.4521	10.3101
100124537	0	0	0
84876	10.2196	9.5024	9.087
285877	0	0	0
85329	1.7494	0.9157	0.4699
246744	0	0	0
NA	3.7654	3.8377	7.5613
NA	11.5712	9.9125	12.5515
9383	11.9626	3.2933	2.1285
79894	10.7775	9.3944	9.8592
5956	0	0	0
1737	8.6754	9.238	9.8496
NA	7.7651	9.9019	9.8418
NA	8.1053	8.8804	8.3931
79175	7.0063	7.1672	7.9883
NA	7.1572	4.832	6.3412
NA	5.0905	5.8064	6.0373
NA	6.7134	6.1323	7.8507
NA	9.25	10.4756	10.2502
NA	13.3154	11.7548	12.1833
10959	11.9293	12.8354	12.8171
NA	0	0	0.8237
10535	10.6791	7.1128	9.8929
9859	6.9705	8.0363	9.1043
79621	8.7618	7.9664	8.6654
735301	7.4119	5.6109	4.0356
118881	9.3156	8.2277	8.2127
NA	8.6866	9.3143	10.2728
4129	11.9987	13.6183	12.4515
4128	11.4264	12.4187	12.3266
1841	10.9373	8.1667	10.2561
55247	4.3705	0	6.4846
252969	8.0139	8.4524	8.2276
100129405	7.2217	5.4447	4.6363
10236	10.1563	10.5146	10.8971
79148	6.7134	4.7393	2.0285
NA	10.2902	12.5942	11.6881
143689	5.218	3.5615	2.1623
440822	0	0	0
55124	1.3645	3.3023	6.1744
1101	9.7693	9.2253	8.3209
80306	8.0784	8.4117	8.7797
171425	10.6659	9.3906	8.9009
NA	0	0	0
54806	6.5891	6.0382	7.4062
2172	0	0	0
2173	2.053	0	0.4699
2167	8.3461	5.5845	4.8631
2171	5.4695	4.0064	5.3589
2169	0	0.9157	0
2170	7.2271	6.7347	5.9046
1103	0	0	0
2168	15.2458	15.9754	14.3507
1109	12.9607	13.402	13.3999
2557	0	0	0
145873	5.3904	1.8717	5.8859
2559	0	0	0
2554	0	0	0
1645	14.8108	14.165	14.359
1646	12.8975	12.5101	12.8292
8644	13.3604	11.8799	14.5686
51333	8.9132	5.5305	5.5249
100131561	0	0	0
56547	0	0	0
9627	4.7955	4.6906	3.4093
348327	4.9868	4.5238	4.7474
245711	2.9317	3.4629	4.2352
NA	8.0742	8.3736	8.7772
387778	5.9082	5.415	3.3008
NA	6.8962	8.3186	7.1566
NA	4.1322	4.7393	4.8047
708	10.6079	10.8861	10.0772
NA	8.4762	8.434	7.8265
NA	6.7349	7.1312	7.9027
81533	8.5171	10.6687	9.8783
2892	3.5878	6.8611	5.7167
3191	11.9407	11.9494	12.3628
23268	8.78	9.1761	8.7277
55740	10.0229	8.961	10.8963
435	13.4313	13.243	12.0208
533	12.3733	11.3449	11.5871
527	12.6804	11.4392	11.6015
2890	0.8379	0	0
51569	9.2722	10.7511	10.6858
NA	11.5805	10.885	10.6912
56287	0	0	0
200504	0	0	0
26153	5.9998	5.6369	4.6363
1290	10.0553	9.6983	9.7863
50509	10.4086	10.0528	11.0067
1289	12.1493	8.8764	10.1681
79019	9.5413	4.294	9.5927
2893	1.3645	0	0.8237
3916	13.0041	13.7029	13.2985
22980	12.0265	11.1739	10.9531
NA	11.8435	11.2847	11.359
2033	8.3565	10.525	11.6078
1854	10.906	9.1786	9.5977
55226	9.601	8.6908	9.9675
9038	0	0	0
9141	10.5861	9.3363	9.4829
134864	0	0	1.3448
NA	7.0326	6.9671	7.4192
NA	6.1513	7.0272	6.3136
NA	0	0.9157	0
3184	11.639	11.2578	11.1774
134860	0	0	0
NA	0	0	0
217	15.0091	16.3496	14.3629
NA	6.3029	7.0372	5.5128
NA	6.4401	2.8491	0.8237
NA	8.7486	10.2516	8.415
129807	9.4172	10.2755	10.4678
NA	12.7925	11.6421	13.0687
8620	5.5685	2.6597	2.0285
9986	8.5356	7.1035	8.4472
94059	8.2158	6.1059	6.8129
114823	10.0399	9.7128	11.0536
NA	9.2273	9.2816	9.0635
NA	11.7787	11.767	11.074
NA	7.6735	8.1076	8.3104
10975	13.2224	11.4894	10.9623
387715	0	0	0
728712	0	0	0
6335	7.1086	7.6215	7.6075
55197	8.9435	9.5897	9.9011
2040	13.3057	13.8327	12.5228
159013	5.8892	6.9773	7.2361
58490	8.7852	10.0211	9.9468
9299	0	0	0
10612	7.3505	7.1312	8.1199
NA	10.2432	9.9019	7.5524
NA	0	0	0
9298	0	0	0
NA	8.5599	6.2378	7.8338
4987	5.5199	3.8377	3.1834
NA	8.703	8.7485	9.1451
51117	10.7678	10.5163	9.0931
23710	10.1453	12.476	10.1075
427	9.9022	11.0902	10.957
56624	2.5171	4.2273	1.7268
11345	10.8884	10.4792	10.1541
606293	0	0	0
80742	8.2503	6.5968	7.0257
11272	4.4764	3.7728	5.1886
55615	9.4694	9.4503	8.4215
664618	1.3645	0	0
80758	5.5685	3.8377	5.5955
1856	8.3908	7.8659	9.4299
1857	10.4078	10.1483	11.1424
5243	8.98	11.4547	11.4602
1855	10.1372	10.4047	10.5232
22	9.3121	9.098	9.3376
10058	11.0125	10.7135	11.5898
340273	1.3645	0	0.4699
5244	10.9309	12.1062	11.9592
54797	9.1028	8.801	7.7893
219541	8.6418	7.4565	7.9839
23457	6.0747	5.079	4.3143
11194	11.2228	10.1729	10.5627
126306	4.9505	3.1665	1.5484
389015	0	0	0
58484	5.4173	6.3361	4.3936
441032	12.7634	12.531	13.0555
6553	4.1322	2.6597	1.5484
84144	3.4901	6.6858	5.748
23198	10.7086	10.9843	10.8624
5721	13.4055	11.9852	11.2285
59338	8.7434	10.1673	10.2198
5720	13.5343	12.4515	12.0077
7620	7.0326	6.7226	5.2464
9788	10.4579	11.5075	12.24
3159	11.1067	9.0273	11.3707
6548	8.3321	7.7812	7.8265
100033447	0	0	0
NA	3.0155	1.8717	0.8237
NA	4.9505	0.9157	0.8237
NA	2.3036	3.6467	1.7268
9898	10.7488	10.3509	11.8606
11073	8.2108	8.4597	10.642
341416	0	0	0
89970	3.1496	8.1711	7.9257
9913	9.4105	9.4282	9.5475
390321	0	0	0
3196	0	0	0
30012	0	0	0
79037	6.9705	6.7585	4.9193
126	14.8646	15.9378	13.2755
125	14.0652	17.7925	13.3725
124	13.8585	16.0203	11.2817
440508	0.8379	3.3023	0
5176	13.8905	15.0044	13.9425
3055	8.2031	9.0745	6.943
84629	10.6582	10.1839	11.9192
10565	8.6587	9.8965	10.4055
728489	9.7783	8.4079	6.3817
342	6.9885	10.6085	7.2026
10564	7.4383	10.7272	11.6738
NA	7.2401	7.6929	7.9992
NA	3.0155	0	1.1077
23315	8.1992	8.8096	9.597
9761	12.2579	11.8469	12.5273
55327	9.363	10.5661	9.1885
285195	7.0151	7.6215	5.7376
NA	3.1496	1.7285	0.8237
7053	10.0648	1.8717	8.8035
54905	2.5171	0.9157	0.4699
169026	0	0	0.4699
29893	7.6192	2.5678	6.7584
7782	1.7494	5.0407	3.2433
148867	8.9014	9.7258	9.2427
55676	4.6673	7.582	7.764
7779	7.4834	9.7527	8.7683
NA	0	0	0.4699
7781	2.5171	0	0.4699
5045	13.7644	14.0797	13.8553
554235	10.8402	12.1001	8.025
8605	8.9296	7.9766	9.4952
24139	8.858	8.4633	9.2251
696	0	0	0.4699
4616	12.236	11.5263	10.9657
2009	6.8962	7.5686	6.9609
400954	5.5444	4.4189	3.121
344967	3.6793	2.4416	1.8855
27436	10.9517	11.2635	11.6631
161436	5.1557	4.0064	4.3936
6339	7.8708	6.2546	5.1401
79699	8.9108	11.3947	9.5234
8407	13.7107	12.3975	14.6322
219770	0	0	1.3448
125111	6.9927	6.183	5.7389
57369	0	0	0
79924	8.4407	6.0575	11.2075
25876	2.7031	0	0
3115	12.887	11.9318	9.5136
3116	1.7494	2.4416	1.3448
79925	6.877	5.3222	7.2101
1071	8.3215	10.1449	6.0031
NA	12.1008	11.3823	11.7535
6323	2.053	0.9157	0.4699
79731	7.6109	9.3382	8.6461
NA	6.8278	6.5284	6.1511
120775	0	0	0
4951	0	0	0
NA	7.5333	9.195	9.6056
NA	8.3975	8.2105	9.4499
353219	4.4143	3.2933	3.7586
145282	4.3145	4.4775	4.8631
2766	7.7441	8.2488	3.4093
8833	9.5413	9.1664	10.1541
84870	5.982	7.685	3.8165
340419	3.0155	2.8491	1.1077
284654	0	1.4714	0
1264	7.4578	6.2546	2.6758
1266	10.8209	11.5936	11.1653
1265	11.2017	10.8721	11.3208
122042	0	0	0
1723	11.1881	10.2796	8.0079
146050	7.2792	8.0117	8.7151
10793	3.8466	4.2273	5.8765
91975	7.0239	3.3023	6.4469
NA	4.8037	5.8108	5.4443
11179	9.4055	9.1619	9.5658
595099	0	0	0
10838	8.8846	10.1129	10.6146
23397	6.5653	3.8377	9.1441
NA	0	0	0
677773	0	0	0
79094	9.082	5.1883	8.222
7108	13.428	11.8987	10.2889
169522	0	0	0
27012	0	0	0
6640	11.0304	9.5217	9.2573
494197	0	0	0
8511	8.3703	0	0
283742	5.1557	7.1672	7.6019
643432	0	0	0
90506	5.8104	4.294	5.1866
5330	8.3321	8.8655	6.7908
