SYMBOL	ENTREZID
PITX3	5309
MED21	9412
PITX1	5307
OTUB1	55611
FERD3L	222894
TRIM55	84675
OTUB2	78990
TMCO1	54499
NPTN	27020
AXIN2	8313
AXIN1	8312
MMRN2	79812
CAMP	820
CCL5	6352
SAP130	79595
RDH10	157506
TRIM54	57159
RDH11	51109
APOF	319
LCORL	254251
VASN	114990
XPNPEP3	63929
SRRD	402055
CROCC	9696
TRAPPC6A	79090
NBPF15	284565
APOE	348
MED23	9439
NBPF10	100132406
VASP	7408
GMPPB	29925
PAPOLA	10914
PAPOLB	56903
LYPLAL1	127018
IGLON5	402665
RPS6KA5	9252
SUMO1P3	474338
KATNB1	10300
SCGB3A1	92304
SCGB3A2	117156
FAM178B	51252
TSEN54	283989
DCAF7	10238
DCAF6	55827
DCAF5	8816
DCAF4	26094
LAMP3	27074
DCAF8	50717
LAMP2	3920
CD38	952
TSSK1B	83942
ZFX	7543
ZFR	51663
IFI27	3429
CD33	945
CD34	947
CD36	948
CD37	951
POLR3F	10621
JOSD1	9929
POLR3D	661
POLR3E	55718
POLR3B	55703
POLR3C	10623
POLR3A	11128
APCDD1	147495
TXNDC2	84203
TXNDC5	81567
POLR3K	51728
LHFPL4	375323
MTBP	27085
NAT14	57106
PDZD7	79955
PKP4	8502
USP43	124739
DNMT1	1786
PSD3	23362
PSD2	84249
TPST1	8460
TRIM50	135892
CYP51A1	1595
TUT1	64852
CDNF	441549
ASRGL1	80150
WDR64	128025
C1orf220	400798
HOXD8	3234
HOXD9	3235
C1orf226	400793
SLC25A1	6576
PRMT1	3276
PRMT6	55170
HOXD1	3231
R3HDM2	22864
HOXD3	3232
TECPR2	9895
RETSAT	54884
TAAR6	319100
TMEM176A	55365
HMGCR	3156
TMEM176B	28959
MTPAP	55149
ZNF702P	79986
WNK4	65266
ORMDL2	29095
ORMDL3	94103
ORMDL1	94101
KIF5A	3798
KIF5B	3799
KIF5C	3800
MED26	9441
MASP1	5648
MASP2	10747
TRIM52	84851
GLT1D1	144423
SIRT1	23411
CD3D	915
CD3E	916
CD3G	917
PMS2CL	441194
ACADS	35
FBP2	8789
FOXJ1	2302
OR10V1	390201
HSPG2	3339
FOXJ2	55810
KAT2A	2648
CD209	30835
SESTD1	91404
FOXJ3	22887
LAIR1	3903
IFNGR2	3460
LAIR2	3904
CD200	4345
FRAS1	80144
SEC16B	89866
CMIP	80790
ACADL	33
ACADM	34
CD207	50489
IARS2	55699
USP49	25862
ECSCR	641700
OR13C5	138799
USP45	85015
PLIN2	123
USP47	55031
TBCD	6904
PPARGC1A	10891
PPARGC1B	133522
USP42	84132
KCNK16	83795
HCP5	10866
PHACTR3	116154
SIRT7	51547
CANX	821
MADCAM1	8174
CX3CL1	6376
LENG1	79165
MAFG	4097
KCNK15	60598
UMPS	7372
SMAP1	60682
SNAR-A13	100169959
RAD50	10111
CDK11A	728642
CDK11B	984
OVCH2	341277
BRD7P3	23629
NCAPD2	9918
SCRN3	79634
SCRN2	90507
SCRN1	9805
CDC20B	166979
POLA1	5422
PPP1R11	6992
TNP2	7142
WNT11	7481
ATOX1	475
SNORD60	26788
ACAD8	27034
ACAD9	28976
NANOS3	342977
NANOS2	339345
UEVLD	55293
CYP2E1	1571
NEU1	4758
TPRG1L	127262
MMACHC	25974
NEU2	4759
NPBWR1	2831
NEU3	10825
USP8	9101
FAM199X	139231
ULBP1	80329
STK32C	282974
PPP1R16A	84988
WSB1	26118
RPS7	6201
ADAMTS10	81794
ADAMTS13	11093
ADAMTS12	81792
DHDH	27294
ADAMTS14	140766
ADAMTS17	170691
ADAMTS16	170690
ADAMTS19	171019
ADAMTS18	170692
VDAC1	7416
MEX3B	84206
RPS9	6203
RPS8	6202
TXNDC8	255220
DEF6	50619
DHX58	79132
TRABD	80305
DHX57	90957
DEF8	54849
ZW10	9183
SNRPD3	6634
TSPAN2	10100
ARPP19	10776
PPBP	5473
SLC6A18	348932
TMEM204	79652
TMEM205	374882
TMEM207	131920
SLC6A13	6540
SLC6A12	6539
RFX6	222546
SLC6A17	388662
SLC6A16	28968
SLC6A14	11254
GALT	2592
HMGCS1	3157
HMGCS2	3158
USP3	9960
GALP	85569
PHF5A	84844
KIAA1328	57536
DDIT4L	115265
SORD	6652
GALE	2582
NLRX1	79671
IGSF22	283284
IGSF21	84966
GALC	2581
GALM	130589
CYP4F22	126410
NUP50	10762
C14orf93	60686
TTTY3B	474148
ZSCAN20	7579
ZSCAN21	7589
TAPBP	6892
ADRB1	153
ADRB2	154
ADRB3	155
SCARNA17	677769
SCARNA16	677781
SCARNA15	677778
SCARNA14	692149
SCARNA18	677765
CSNK2B	1460
MCM3AP	8888
RASGRP1	10125
FCGR3A	2214
FCGR3B	2215
RARG	5916
OR2AK2	391191
ALDH1A1	216
ALDH1A2	8854
ALDH1A3	220
PRICKLE1	144165
PRICKLE2	166336
PRICKLE3	4007
PRICKLE4	29964
RPL28	6158
DEFB4A	1673
CCNJL	79616
NANS	54187
RPL24	6152
RPL27	6155
RPL26	6154
RPL21	6144
SLC35B3	51000
RPL23	9349
RPL22	6146
ATG3	64422
SLC16A11	162515
ATG7	10533
HNRNPAB	3182
ATG5	9474
EYA4	2070
SPINK5	11005
SOX5	6660
EYA1	2138
MRPS5	64969
EYA3	2140
EYA2	2139
MPND	84954
HPX	3263
CALHM1	255022
USE1	55850
CALHM3	119395
CALHM2	51063
HPR	3250
MRPS2	51116
KRTAP13-4	284827
HPN	3249
KRTAP13-2	337959
KRTAP13-3	337960
CD24	100133941
HPD	3242
WFDC11	259239
WFDC13	164237
WFDC12	128488
GABARAPL3	23766
ZNF358	140467
SNORA11C	100124540
SNORA11B	100124539
OAZ2	4947
OAZ3	51686
OAZ1	4946
TMED9	54732
OR4Q3	441669
ZNF429	353088
RSPH6A	81492
HAVCR1	26762
HAVCR2	84868
FXYD6	53826
FXYD7	53822
FXYD4	53828
FXYD5	53827
FXYD2	486
FXYD3	5349
MT1IP	644314
FXYD1	5348
PPTC7	160760
MAFK	7975
DMGDH	29958
CREBL2	1389
MAFA	389692
PLIN5	440503
IGFN1	91156
PLIN3	10226
MAFF	23764
C6orf15	29113
RPS21	6227
FASTK	10922
TGFBRAP1	9392
KDM4B	23030
RBPJ	3516
KDM4A	9682
ZNF79	7633
SNRNP35	11066
MED13	9969
DISC2	27184
MED14	9282
OR51A7	119687
WT1	7490
RNF24	11237
MED15	51586
ZIC5	85416
MED16	10025
HCG27	253018
CYP2A13	1553
CCR10	2826
KDM4D	55693
WDR55	54853
RBP1	5947
PRINS	100169750
RBP3	5949
RBP4	5950
RBP5	83758
RBP7	116362
TUBA8	51807
WDR53	348793
OR51A2	401667
OR51A4	401666
KRAS	3845
ADAM6	8755
ADAM7	8756
ADAM2	2515
ACYP1	97
ACYP2	98
EEF1G	1937
ARPC1A	10552
ACSL1	2180
ACSL6	23305
ADAM8	101
ACSL5	51703
EGFL7	51162
EGFL6	25975
NKX1-2	390010
CHTF8	54921
TTC9	23508
ARPC1B	10095
SMPX	23676
EEF1D	1936
IL20RA	53832
HTR5A	3361
TRIM39	56658
IL20RB	53833
RPL8	6132
INTS2	57508
HR	55806
OLFML1	283298
HP	3240
OLFML3	56944
KCNQ1OT1	10984
KLRC3	3823
G6PC3	92579
G6PC2	57818
NEBL	10529
FEN1	2237
ACSL4	2182
KREMEN2	79412
KREMEN1	83999
ADAM9	8754
LUC7L	55692
NEK11	79858
INTS6	26512
NR1I3	9970
CYGB	114757
INTS5	80789
FAT2	2196
GPRC5A	9052
MLST8	64223
MNT	4335
VRK2	7444
SPO11	23626
SULF1	23213
ERMAP	114625
IL22RA2	116379
IL22RA1	58985
SPSB4	92369
FLYWCH2	114984
TPP2	7174
FLYWCH1	84256
INTS8	55656
RCN3	57333
RCN1	5954
MN1	4330
OR52A1	23538
PSG9	5678
DNAJC30	84277
RHOV	171177
OR52A5	390054
ANKRD27	84079
ANKRD26	22852
UBFD1	56061
ANKRD24	170961
ANKRD23	200539
ANKRD22	118932
GOLGA6A	342096
ACO1	48
RHOB	388
PTGES	9536
ACO2	50
RHOG	391
CYTIP	9595
ANKRD29	147463
ANKRD28	23243
INHA	3623
TMEM65	157378
TMEM64	169200
TMEM62	80021
TMEM61	199964
TMEM60	85025
OC90	729330
PATE1	160065
TMEM69	51249
TMEM68	137695
ITM2C	81618
ITM2B	9445
ITM2A	9452
TNFRSF9	3604
EGFL8	80864
TNFRSF11A	8792
IQCF6	440956
CIR1	9541
IQCF2	389123
FJX1	24147
IQCF1	132141
UGT8	7368
PYROXD2	84795
TRIM38	10475
PYROXD1	79912
TREML2	79865
RPS14	6208
SMC6	79677
OGFOD1	55239
ZNF629	23361
OGFOD2	79676
ZNF624	57547
WFDC3	140686
RUFY4	285180
RPL9	6133
ZNF620	253639
ONECUT3	390874
ZNF622	90441
ZNF623	9831
EID2	163126
NEURL2	140825
NEURL3	93082
NEURL4	84461
UGT2B11	10720
RPL7	6129
S100A9	6280
SNORD105B	100113382
RPL4	6124
APAF1	317
S100A8	6279
RPL5	6125
OR2A7	401427
FSCB	84075
GML	2765
TMEM120B	144404
PDZK1P1	100034743
MANBAL	63905
MLXIP	22877
ADA	100
ADO	84890
ADM	133
ZNF77	58492
ADK	132
PROX2	283571
ZNF488	118738
FHDC1	85462
PPIL1	51645
ATCAY	85300
RASGRF2	5924
USHBP1	83878
ZNF480	147657
MEIG1	644890
ZNF483	158399
ZNF484	83744
TMC5	79838
IGFALS	3483
ZNF487	642819
ZIC3	7547
PRM1	5619
PRM3	58531
PRM2	5620
OR6B1	135946
DECR2	26063
S100A2	6273
CD200R1L	344807
ACVR1	90
SH2D4A	63898
SLC25A2	83884
KALRN	8997
TTTY17B	474151
JUNB	3726
SNORA77	677843
JUND	3727
TFF2	7032
TFF3	7033
OR7E156P	283491
THAP10	56906
THAP11	57215
PRPF19	27339
MPL	4352
TCFL5	10732
HIGD1A	25994
HIGD1C	613227
HIGD1B	51751
SNORD6	692075
SNORD7	692076
OR4N3P	390539
SNORD5	692072
SNORD2	619567
PTPN1	5770
GOLGB1	2804
SNORD9	692053
TMPRSS9	360200
TRAF2	7186
CPXCR1	53336
TRAF4	9618
TRAF5	7188
KLB	152831
TRAF7	84231
HOOK2	29911
HOOK3	84376
TMPRSS2	7113
HOOK1	51361
TMPRSS4	56649
TMPRSS5	80975
TMPRSS7	344805
ESD	2098
TSC2	7249
OR4F6	390648
SEBOX	645832
ABCC12	94160
ABCC13	150000
ABCC10	89845
ABCC11	85320
OR4F4	26682
TEDDM1	127670
SNAR-G1	100126780
TGIF2	60436
RSU1	6251
DSPP	1834
SNORD33	26818
EMG1	10436
DKC1	1736
TBC1D10C	374403
SLC4A1AP	22950
MUSK	4593
MOV10	4343
TRIM16L	147166
MOCS3	27304
LASP1	3927
MOCS1	4337
PMAIP1	5366
SRP54	6729
SLC33A1	9197
ZNF585A	199704
COMMD8	54951
COMMD9	29099
KANK1	23189
COMMD2	51122
COMMD3	23412
COMMD1	150684
COMMD6	170622
COMMD7	149951
COMMD4	54939
COMMD5	28991
TSC1	7248
VTRNA1-2	56663
ZNF585B	92285
METTL13	51603
METTL14	57721
ZNF862	643641
ZMYM2	7750
NPR1	4881
NPR2	4882
NPR3	4883
ATXN7L2	127002
ZMYM4	9202
TPM3	7170
CAMK2D	817
WIPF2	147179
CAMK2G	818
ZNF177	7730
CAMK2A	815
CAMK2B	816
PAN2	9924
RIOK1	83732
TMEM215	401498
UTP14A	10813
APBA1	320
DEPDC1B	55789
TMEM184C	55751
JAK2	3717
LPAR4	2846
RNASE13	440163
RNASE12	493901
APBA2	321
S100PBP	64766
ZSCAN18	65982
RPL19	6143
SLC30A9	10463
TROAP	10024
OR5A2	219981
SEC16A	9919
OR5A1	219982
ENOX1	55068
CD1D	912
CD1E	913
ANO8	57719
ANO9	338440
CD1A	909
ANO4	121601
ANO5	203859
ANO6	196527
ANO7	50636
C9orf57	138240
ANO1	55107
ANO2	57101
ANO3	63982
POLR1A	25885
POLR1B	84172
POLR1C	9533
POLR1D	51082
POLR1E	64425
COL3A1	1281
PEX26	55670
MC4R	4160
HIP1R	9026
TCP11L1	55346
WDR41	55255
DUS1L	64118
ATP2C1	27032
WDR44	54521
WDR45	11152
WDR46	9277
HCG22	285834
WDR48	57599
USP54	159195
UBE2N	7334
TTC21B	79809
GTF2B	2959
SNAR-G2	100170228
GRM8	2918
JAK3	3718
JAK1	3716
GRM4	2914
GRM5	2915
GRM6	2916
GRM7	2917
GRM1	2911
GRM2	2912
GRM3	2913
SLC25A26	115286
HOXB8	3218
HOXB9	3219
ZNF507	22847
HOXB2	3212
HOXB3	3213
HOXB1	3211
HOXB6	3216
CHUK	1147
HOXB4	3214
HOXB5	3215
PPARG	5468
PPARD	5467
WDR54	84058
RHOU	58480
PPARA	5465
TREML1	340205
CSGALNACT2	55454
SPAM1	6677
CSGALNACT1	55790
POLR2E	5434
C1QTNF9B	387911
RHOJ	57381
TNFSF12	8742
PTF1A	256297
SPDEF	25803
MAGOHB	55110
OR4E2	26686
MPP3	4356
CD14	929
GOLGA6D	653643
EML3	256364
CTAG2	30848
GOLGA6C	653641
MPP1	4354
CD19	930
MORC2	22880
PLXND1	23129
ASH2L	9070
PCDHGB8P	56120
PRKDC	5591
MKRN1	23608
RHOC	389
DYRK3	8444
DYRK2	8445
FTHL17	53940
DYRK4	8798
GGTA1	2681
LHFPL5	222662
RECQL5	9400
GADD45G	10912
RGMB	285704
LHFPL1	340596
LHFPL2	10184
LHFPL3	375612
UTF1	8433
ENPEP	2028
TLL2	7093
WFDC2	10406
PRKAB2	5565
FAM74A4	401508
NR2F6	2063
FAM74A1	401507
INHBB	3625
FAM74A3	728495
NR2F2	7026
FLNC	2318
INHBC	3626
PBK	55872
DDB2	1643
ELL2	22936
KIF21A	55605
RIMS1	22999
RIMS2	9699
INHBE	83729
OR4F17	81099
GRID1	2894
GRID2	2895
RPIA	22934
MCAM	4162
MCAT	27349
ST7L	54879
HCRT	3060
TRPS1	7227
CYP2C9	1559
CYP2C8	1558
TAGLN3	29114
APOBEC3H	164668
APOBEC3D	140564
APOBEC3G	60489
APOBEC3F	200316
APOBEC3A	200315
APOBEC3C	27350
APOBEC3B	9582
TIGD1	200765
C10orf67	256815
OR10P1	121130
RBMS2	5939
HSPE1	3336
C10orf62	414157
SNORD54	26795
KRTAP5-7	440050
PPP1R15B	84919
PRKD2	25865
PRKD3	23683
TTTY14	83869
TTTY15	64595
TTTY16	252948
CTTN	2017
TTTY10	246119
SNX11	29916
SET	6418
SEMA3B	7869
DHFR	1719
ZNF800	168850
TTTY18	252950
VPREB3	29802
RFC5	5985
BSND	7809
USP50	373509
MSR1	4481
NAA20	51126
GIPR	2696
EIF2S1	1965
EIF2S3	1968
EIF2S2	8894
PRODH	5625
LPIN2	9663
LPIN1	23175
GYG1	2992
RS1	6247
KLF7	8609
KLF6	1316
CERKL	375298
KLF4	9314
KLF3	51274
KLF2	10365
KLF1	10661
TMEM222	84065
TMEM223	79064
TMEM220	388335
GYG2	8908
EFR3A	23167
TMEM174	134288
KLF9	687
EFR3B	22979
HEATR6	63897
MT3	4504
HEATR4	399671
SNTG2	54221
HEATR3	55027
TTC23L	153657
HEATR1	55127
REST	5978
ASCC3	10973
TPH2	121278
BATF3	55509
KLHDC7B	113730
CCNA2	890
KLHDC7A	127707
DEDD	9191
POU1F1	5449
PHF21A	51317
KLRK1	22914
MUSTN1	389125
VPS25	84313
NUP35	129401
NUP37	79023
ATP13A1	57130
MAP3K12	7786
MAP3K13	9175
ADNP2	22850
DDA1	79016
TTTY1B	100101116
SLC1A4	6509
CYP11B2	1585
CYP11B1	1584
SLC1A7	6512
ZNF549	256051
FUCA1	2517
DLEU2L	79469
SLC1A3	6507
YEATS4	8089
LRRC10B	390205
ATP13A2	23400
RSPH4A	345895
VCL	7414
NCAPG	64151
DHTKD1	55526
OSBPL1A	114876
IQCF5	389124
DCTPP1	79077
FCGR1A	2209
IKBKE	9641
UNC93B1	81622
SNHG3	8420
MICB	4277
ENTHD1	150350
IQCF3	401067
GNL3	26354
GNL2	29889
GNL1	2794
RARB	5915
FAM163B	642968
FAM163A	148753
DHRS9	10170
DHRS7	51635
DHRS4	10901
DHRS2	10202
DHRS3	9249
DHRS1	115817
MIPEP	4285
RABIF	5877
DYRK1A	1859
RPS28	6234
DYRK1B	9149
PHF21B	112885
MAS1L	116511
CCNL1	57018
JAKMIP2	9832
JAKMIP1	152789
CCNL2	81669
DHRSX	207063
GHRLOS	100126793
TPO	7173
SLIT2	9353
GNLY	10578
PCYT2	5833
NOMO2	283820
NOMO3	408050
SLC11A2	4891
NOMO1	23420
BAZ1A	11177
IMPA1	3612
IMPA2	3613
BAZ1B	9031
IL15RA	3601
HRK	8739
M6PR	4074
SNAI2	6591
SNAI3	333929
HRG	3273
SNAI1	6615
HRC	3270
OSBPL10	114884
OR4F29	729759
LELP1	149018
SLC2A9	56606
SLC2A8	29988
PTGES3	10728
PTGES2	80142
SLC2A5	6518
RSPO4	343637
SLC2A3	6515
FA2H	79152
SLC2A1	6513
ECHS1	1892
SLC25A5	292
DIXDC1	85458
PLAGL2	5326
PLAGL1	5325
FAM24A	118670
FAM24B	196792
FAM197Y2	252946
TBC1D3B	414059
SLC1A5	6510
SYF2	25949
USP24	23358
TBC1D3H	729877
TEAD4	7004
MCM8	84515
IGFL3	388555
CCAR1	55749
IGFL1	374918
MTDH	92140
AMELX	265
C1orf116	79098
SLC1A6	6511
MADD	8567
C1orf115	79762
EXO1	9156
ZBTB8A	653121
ZBTB8B	728116
SHKBP1	92799
CEACAM1	634
ATRIP	84126
CEACAM3	1084
CEACAM5	1048
CEACAM4	1089
CEACAM7	1087
CEACAM6	4680
CEACAM8	1088
SLC46A2	57864
SLC46A3	283537
OR51G2	81282
PARP2	10038
TMEM154	201799
OR51G1	79324
RAPGEF4	11069
ENG	2022
LAT2	7462
ZNF274	10782
GTF2IRD1	9569
GTF2IRD2	84163
CHAC2	494143
SNORD114-8	767584
PCDHGC4	56098
AGMAT	79814
F12	2161
THADA	63892
F10	2159
F11	2160
EXOG	9941
SNORD1C	677850
EPAS1	2034
HDGFL1	154150
IQUB	154865
SLC27A1	376497
IL34	146433
C20orf141	128653
C20orf144	128864
FZD9	8326
SNCA	6622
CDKAL1	54901
SERPINA12	145264
RAPGEF6	51735
SERPINA11	256394
TRNAU1AP	54952
TMEM126A	84233
TMEM126B	55863
SNORA71B	26776
MOCOS	55034
TMEM67	91147
TNR	7143
CYP4B1	1580
ZNF621	285268
FAM81A	145773
RCOR2	283248
FAM81B	153643
TIGD5	84948
ADHFE1	137872
TIGD7	91151
TIGD6	81789
FLT4	2324
PPDPF	79144
FLT3	2322
FLT1	2321
PODN	127435
SCGB1D4	404552
GSG1L	146395
UGT2B15	7366
PIP5K1B	8395
TIPIN	54962
VKORC1	79001
OXSM	54995
ZNF214	7761
SDR9C7	121214
PRKRA	8575
TSHB	7252
PVALB	5816
UGT2B10	7365
S1PR5	53637
SLC24A2	25769
SNORD55	26811
SOX21	11166
COL25A1	84570
ZNF19	7567
FIGNL2	401720
MRPS18B	28973
CLC	1178
ELMOD1	55531
PLOD3	8985
ELMOD3	84173
ELMOD2	255520
RASSF8	11228
CLU	1191
SLC24A3	57419
PDC	5132
SNORD56	26793
VEGFC	7424
NTM	50863
KNG1	3827
NRARP	441478
VCX	26609
LOC407835	407835
COBL	23242
TAF9B	51616
SNORD57	26792
ZNFX1	57169
NOP14	8602
AMOTL1	154810
AMOTL2	51421
LCN1	3933
LCN2	3934
BPI	671
SF3B4	10262
PNPT1	87178
VPS52	6293
LCN9	392399
LCN8	138307
SF3B3	23450
SF3B2	10992
CYP17A1	1586
ALOX15	246
RRP12	23223
ALOX12	239
SLC24A1	9187
TSHR	7253
RAPGEF3	10411
PRKY	5616
MAGEF1	64110
OR14I1	401994
SEMA6C	10500
TNFSF8	944
SEMA6A	57556
CNIH3	149111
CNIH2	254263
NSMCE4A	54780
CNIH4	29097
ELAC2	60528
DDHD1	80821
ADCK5	203054
ADCK2	90956
ZBTB11	27107
ADCK1	57143
DNAJC16	23341
DNAJC17	55192
DNAJC14	85406
DNAJC15	29103
DNAJC12	56521
DNAJC13	23317
DNAJC10	54431
DNAJC11	55735
TRPC3	7222
CTXN3	613212
FEM1B	10116
ASF1A	25842
DNAJC18	202052
DNAJC19	131118
EDF1	8721
ZNF689	115509
SUPT16H	11198
MLN	4295
MS4A6A	64231
NAT8B	51471
LMAN1	3998
LMAN2	10960
MLX	6945
OR1M1	125963
NAT8L	339983
SCML4	256380
LOC642846	642846
OR8B2	26595
NRM	11270
PFKFB3	5209
SLITRK1	114798
ITPA	3704
CTRB1	1504
UGT1A4	54657
SH3BGR	6450
YWHAQ	10971
OR10A5	144124
PPM1L	151742
ZNF17	7565
OR4X1	390113
OR4X2	119764
SCIN	85477
TCF7L1	83439
ADD3	120
ACTG1	71
ACTG2	72
SNORA21	619505
PPP4R4	57718
PPP4R1	9989
PPP4R2	151987
SLC11A1	6556
TTTY21	252953
PKD2L2	27039
PKD2L1	9033
TBRG1	84897
OR10A4	283297
CWC27	10283
CWC25	54883
CWC22	57703
OR8B8	26493
TMED10	10972
LTBR	4055
MAP3K8	1326
MAP3K9	4293
SNORA26	677810
ZPBP2	124626
MAP3K2	10746
MAP3K3	4215
PRPF31	26121
MAP3K1	4214
DEAF1	10522
MAP3K7	6885
IER3IP1	51124
MAP3K5	4217
SNORA28	677811
RBMY1A1	5940
MARVELD1	83742
FMOD	2331
MARVELD2	153562
NUP214	8021
VPS54	51542
FMO2	2327
FMO3	2328
FMO1	2326
ZNF202	7753
CASZ1	54897
FMO4	2329
FMO5	2330
IDH2	3418
IDH1	3417
EVX1	2128
ZNF208	7757
EVX2	344191
SH2D2A	9047
OR10A6	390093
OTUD6A	139562
FNDC3A	22862
TLL1	7092
SETD2	29072
KRTAP27-1	643812
SETD4	54093
SETD7	80854
ITFG2	55846
PSRC1	84722
TRPM7	54822
DZIP3	9666
PRAMEF18	391003
DZIP1	22873
PRAMEF14	729528
PRAMEF12	390999
PRAMEF13	400736
PRAMEF10	343071
PRAMEF11	440560
MARCKSL1	65108
PRSS27	83886
PRSS21	10942
HBM	3042
PRSS23	11098
LXN	56925
SURF6	6838
EME1	146956
EME2	197342
RBCK1	10616
STX3	6809
AKNA	80709
DUOX1	53905
DUX4	100288687
DUOX2	50506
VENTXP7	391518
RIT2	6014
SNORD50A	26799
ZNF486	90649
PYCR2	29920
GLYR1	84656
SNORD117	692233
SNORD110	692213
SNORD111	692214
KRTAP4-9	100132386
KRTAP4-8	728224
ATP2B2	491
KRTAP4-1	85285
KRTAP4-3	85290
KRTAP4-2	85291
KRTAP4-5	85289
KRTAP4-4	84616
KRTAP4-7	100132476
TIMM17A	10440
ECH1	1891
RRM2B	50484
TAPBPL	55080
NPPB	4879
GBP1	2633
NPPA	4878
RASSF4	83937
ACSF3	197322
FRZB	2487
MAL2	114569
MAN2A2	4122
GUCY2GP	390003
MAN2A1	4124
NDUFB10	4716
SPRR2G	6706
SPRR2A	6700
DECR1	1666
SPRR2C	6702
DNER	92737
KRTAP12-1	353332
TAOK3	51347
KRTAP12-2	353323
TP53	7157
KRTAP12-4	386684
CDHR1	92211
CDHR2	54825
CDHR3	222256
CDHR4	389118
CDHR5	53841
ST8SIA1	6489
SHQ1	55164
WNT10A	80326
TECTA	7007
TMEM232	642987
DUXA	503835
STX1A	6804
FARS2	10667
STX1B	112755
RABL2A	11159
TOLLIP	54472
RPS15A	6210
BTBD19	149478
BTBD18	643376
NF1P1	100419006
BTBD17	388419
BTBD16	118663
BTBD10	84280
SIK1	150094
LSM3	27258
SIK2	23235
KRT80	144501
KRT81	3887
KRT82	3888
KRT83	3889
CST9L	128821
KRT85	3891
KRT86	3892
RAB22A	57403
TSEN2	80746
RAPGEFL1	51195
DUS3L	56931
SNAR-A2	100126799
TPRX1	284355
XPR1	9213
SNAR-A4	100169956
SPACA4	171169
EDA2R	60401
SPOCK1	6695
LCT	3938
NCS1	23413
MAST1	22983
MAST2	23139
MAST3	23031
MAST4	375449
SALL3	27164
SALL2	6297
FAIM	55179
CD180	4064
WAS	7454
SPACA1	81833
RAB9A	9367
CYP1A1	1543
CYP1A2	1544
RAB9B	51209
C5orf34	375444
ZBTB7A	51341
STX11	8676
FARSB	10056
FARSA	2193
FIS1	51024
STX17	55014
C9orf72	203228
STX19	415117
STX18	53407
ZMIZ1	57178
SMO	6608
C9orf78	51759
LIPA	3988
SLURP1	57152
CUTA	51596
BPGM	669
CUTC	51076
ZSCAN23	222696
TTC33	23548
LIPC	3990
MOSPD3	64598
MOSPD2	158747
MOSPD1	56180
ATP11C	286410
ATP11B	23200
ATP11A	23250
ZBTB40	9923
OR9G9	504191
PAN3	255967
IFITM5	387733
PCDHA4	56144
RAB5B	5869
PCDHGA10	56106
PCDHGA11	56105
PCDHGA12	26025
PARP3	10039
DPP8	54878
DPP9	91039
RPL23AP32	56969
POLE4	56655
LIPH	200879
DPP3	10072
DPP4	1803
SUOX	6821
DPP6	1804
DPP7	29952
CEP68	23177
CEP63	80254
OR5B12	390191
SLC7A11	23657
COQ10B	80219
COQ10A	93058
IK	3550
CYP2A7	1549
CYP2A6	1548
C17orf50	146853
LIPN	643418
TMC8	147138
MRPS16	51021
OTOS	150677
HS1BP3	64342
TFDP3	51270
NOC3L	64318
PCP2	126006
RNFT1	51136
PNLDC1	154197
SECISBP2	79048
PRPF18	8559
A4GALT	53947
TMEM167A	153339
TMIGD1	388364
OR10R2	343406
TMEM229B	161145
CTRL	1506
CTRC	11330
SEC24B	10427
TRMT61A	115708
WRAP53	55135
MFHAS1	9258
TRMT61B	55006
ZFYVE9	9372
DHX16	8449
DHX15	1665
LEPROT	54741
ZFYVE1	53349
LDOC1	23641
DGCR8	54487
ZNF557	79230
RXFP1	59350
CCDC88A	55704
CCDC88B	283234
CCDC88C	440193
DGCR5	26220
FAM27C	100132948
DGCR6	8214
ZNF782	158431
ZNF781	163115
FAM27B	100133121
ZFAND6	54469
ZNF785	146540
PITRM1	10531
GOT2	2806
SCARNA22	677770
RNASEK	440400
GOT1	2805
RNASEL	6041
PCDHA9	9752
RNASE1	6035
MPEG1	219972
RNASE3	6037
RNASE4	6038
RNASE7	84659
RNASE9	390443
KRTAP17-1	83902
ZNF551	90233
UBE2O	63893
ZFAND5	7763
OR2T8	343172
QTRT1	81890
OR2T6	254879
TTTY12	83867
OR2T4	127074
OR2T5	401993
OR2T2	401992
OR2T3	343173
OR2T1	26696
CCDC89	220388
OLFM2	93145
CCDC83	220047
CCDC82	79780
CCDC80	151887
CCDC87	55231
CCDC86	79080
ADAMDEC1	27299
CTR9	9646
CD7	924
RRAS2	22800
SNORD8	319103
ZNF568	374900
ZNF567	163081
ZNF566	84924
ZNF565	147929
PSKH2	85481
ZNF563	147837
SCARB1	949
ZNF561	93134
OR5AS1	219447
STMN4	81551
NECAP2	55707
CCR6	1235
STMN3	50861
STMN2	11075
IKBIP	121457
ACRBP	84519
OLFM4	10562
DCLK1	9201
DCLK3	85443
DCLK2	166614
NOX1	27035
NOX3	50508
TRAF3	7187
NOX5	79400
NOX4	50507
PGS1	9489
AZU1	566
TRAM1	23471
FAM161A	84140
FAM161B	145483
MRPL42	28977
UBE3B	89910
RAF1	5894
ASB16	92591
UBE3A	7337
KHDRBS2	202559
MIAT	440823
MRPL40	64976
MRPL47	57129
TOP2B	7155
IPW	3653
MTRF1	9617
HGFAC	3083
SDAD1	55153
APH1B	83464
SNORD32A	26819
MRPL44	65080
SETD6	79918
SLC26A1	10861
SLC26A2	1836
SLC26A3	1811
SLC26A4	5172
SLC26A5	375611
FGF9	2254
FGF8	2253
